Txn ID,Date,Customer ID,City,State,Category,Payment Mode,Amount (₹),Returned
TXN-02194,2024-01-19,CUST-1728,Kolkata,West Bengal,Electronics,UPI,622,0
TXN-02195,2024-11-24,CUST-2172,Ahmedabad,Gujarat,Apparel,UPI,4061,0
TXN-02196,2023-03-11,CUST-1948,Hyderabad,Telangana,Books & Media,Debit Card,2121,0
TXN-02197,2023-10-07,CUST-2031,Kolkata,West Bengal,Books & Media,UPI,2457,0
TXN-02198,2023-11-23,CUST-2308,Mumbai,Maharashtra,Food & Grocery,UPI,10758,0
TXN-02199,2023-12-03,CUST-2051,Pune,Maharashtra,Apparel,Cash,1443,0
TXN-02200,2024-12-01,CUST-2052,Kolkata,West Bengal,Apparel,Debit Card,2601,0
TXN-02201,2024-12-03,CUST-2026,Ahmedabad,Gujarat,Food & Grocery,Debit Card,1017,0
TXN-02202,2023-07-17,CUST-1890,Pune,Maharashtra,Electronics,UPI,3903,0
TXN-02203,2024-11-16,CUST-1045,Pune,Maharashtra,Sports,Credit Card,1012,0
TXN-02204,2024-05-07,CUST-1113,Hyderabad,Telangana,Personal Care,Net Banking,2371,0
TXN-02205,2024-08-14,CUST-1378,Pune,Maharashtra,Electronics,Credit Card,1363,1
TXN-02206,2024-09-04,CUST-1255,Kolkata,West Bengal,Sports,UPI,3169,0
TXN-02207,2023-03-28,CUST-1715,Pune,Maharashtra,Food & Grocery,Credit Card,1017,0
TXN-02208,2023-07-09,CUST-1886,Pune,Maharashtra,Food & Grocery,Cash,602,0
TXN-02209,2023-09-17,CUST-1589,Delhi,Delhi,Electronics,Cash,5320,0
TXN-02210,2023-11-04,CUST-1704,Bengaluru,Karnataka,Sports,Credit Card,704,0
TXN-02211,2024-01-04,CUST-2081,Mumbai,Maharashtra,Apparel,Debit Card,4916,0
TXN-02212,2023-02-15,CUST-1470,Mumbai,Maharashtra,Sports,Net Banking,409,0
TXN-02213,2024-02-03,CUST-1874,Hyderabad,Telangana,Apparel,UPI,2786,0
TXN-02214,2023-05-25,CUST-1488,Pune,Maharashtra,Books & Media,Debit Card,5639,0
TXN-02215,2023-05-06,CUST-1891,Kolkata,West Bengal,Sports,Cash,2504,0
TXN-02216,2023-03-28,CUST-1670,Ahmedabad,Gujarat,Personal Care,UPI,6153,0
TXN-02217,2024-02-09,CUST-2428,Ahmedabad,Gujarat,Sports,UPI,935,1
TXN-02218,2023-06-25,CUST-2170,Pune,Maharashtra,Electronics,UPI,147,0
TXN-02219,2023-02-13,CUST-1433,Mumbai,Maharashtra,Food & Grocery,Debit Card,3754,0
TXN-02220,2023-11-25,CUST-2010,Bengaluru,Karnataka,Home & Living,Credit Card,5321,0
TXN-02221,2023-05-21,CUST-1453,Hyderabad,Telangana,Personal Care,Debit Card,6981,0
TXN-02222,2023-02-05,CUST-1097,Pune,Maharashtra,Electronics,Debit Card,1075,0
TXN-02223,2023-03-13,CUST-1559,Ahmedabad,Gujarat,Home & Living,Credit Card,357,0
TXN-02224,2023-01-03,CUST-1224,Bengaluru,Karnataka,Sports,UPI,1288,0
TXN-02225,2023-05-05,CUST-1771,Bengaluru,Karnataka,Books & Media,Net Banking,1527,0
TXN-02226,2024-03-15,CUST-1687,Ahmedabad,Gujarat,Electronics,Debit Card,2293,0
TXN-02227,2023-08-05,CUST-1740,Chennai,Tamil Nadu,Sports,Net Banking,1279,1
TXN-02228,2024-12-06,CUST-2050,Chennai,Tamil Nadu,Sports,UPI,892,0
TXN-02229,2023-08-12,CUST-1299,Kolkata,West Bengal,Personal Care,UPI,1071,0
TXN-02230,2023-03-25,CUST-2475,Hyderabad,Telangana,Apparel,Credit Card,658,0
TXN-02231,2023-06-06,CUST-1578,Hyderabad,Telangana,Books & Media,UPI,585,0
TXN-02232,2023-08-24,CUST-1464,Pune,Maharashtra,Books & Media,Debit Card,1007,0
TXN-02233,2024-05-18,CUST-1273,Kolkata,West Bengal,Food & Grocery,UPI,1796,0
TXN-02234,2023-01-17,CUST-2125,Bengaluru,Karnataka,Personal Care,Cash,3019,0
TXN-02235,2023-02-01,CUST-1024,Bengaluru,Karnataka,Personal Care,Debit Card,1142,0
TXN-02236,2024-11-23,CUST-2248,Kolkata,West Bengal,Personal Care,UPI,6118,0
TXN-02237,2023-08-27,CUST-2082,Kolkata,West Bengal,Food & Grocery,UPI,1655,0
TXN-02238,2024-10-13,CUST-1234,Kolkata,West Bengal,Electronics,Credit Card,2573,0
TXN-02239,2023-08-28,CUST-2233,Hyderabad,Telangana,Home & Living,Cash,845,0
TXN-02240,2023-02-20,CUST-1626,Bengaluru,Karnataka,Apparel,UPI,6166,0
TXN-02241,2024-03-31,CUST-1458,Bengaluru,Karnataka,Personal Care,UPI,3859,0
TXN-02242,2023-11-13,CUST-2355,Bengaluru,Karnataka,Home & Living,Net Banking,3451,0
TXN-02243,2024-10-14,CUST-1575,Ahmedabad,Gujarat,Personal Care,UPI,1274,0
TXN-02244,2024-03-31,CUST-1634,Kolkata,West Bengal,Home & Living,Cash,1161,0
TXN-02245,2024-04-16,CUST-1774,Ahmedabad,Gujarat,Apparel,Credit Card,3871,0
TXN-02246,2024-04-19,CUST-1476,Ahmedabad,Gujarat,Personal Care,Cash,786,1
TXN-02247,2023-06-04,CUST-1973,Pune,Maharashtra,Home & Living,UPI,2433,0
TXN-02248,2023-04-12,CUST-1825,Mumbai,Maharashtra,Home & Living,UPI,5748,0
TXN-02249,2024-08-08,CUST-2135,Pune,Maharashtra,Sports,UPI,3383,0
TXN-02250,2024-10-30,CUST-1405,Ahmedabad,Gujarat,Personal Care,Net Banking,1431,0
TXN-02251,2023-09-12,CUST-1523,Chennai,Tamil Nadu,Books & Media,Cash,2768,0
TXN-02252,2023-05-08,CUST-2079,Ahmedabad,Gujarat,Sports,Debit Card,547,0
TXN-02253,2024-08-04,CUST-2163,Ahmedabad,Gujarat,Home & Living,UPI,3461,0
TXN-02254,2023-05-29,CUST-1486,Chennai,Tamil Nadu,Electronics,UPI,745,0
TXN-02255,2024-01-10,CUST-1709,Pune,Maharashtra,Personal Care,UPI,391,0
TXN-02256,2023-11-04,CUST-1061,Kolkata,West Bengal,Personal Care,UPI,2217,0
TXN-02257,2023-07-06,CUST-2464,Bengaluru,Karnataka,Personal Care,Credit Card,4134,0
TXN-02258,2023-11-07,CUST-1864,Bengaluru,Karnataka,Books & Media,Debit Card,5302,0
TXN-02259,2023-06-03,CUST-1624,Kolkata,West Bengal,Apparel,Cash,666,0
TXN-02260,2024-02-27,CUST-1753,Ahmedabad,Gujarat,Sports,UPI,6187,0
TXN-02261,2024-05-23,CUST-2163,Chennai,Tamil Nadu,Sports,UPI,587,0
TXN-02262,2023-08-05,CUST-1489,Pune,Maharashtra,Books & Media,UPI,3548,1
TXN-02263,2023-11-27,CUST-1792,Chennai,Tamil Nadu,Apparel,Debit Card,418,0
TXN-02264,2024-12-07,CUST-1763,Hyderabad,Telangana,Apparel,UPI,3450,0
TXN-02265,2024-12-18,CUST-1389,Bengaluru,Karnataka,Personal Care,Debit Card,3894,0
TXN-02266,2023-07-03,CUST-2493,Mumbai,Maharashtra,Apparel,Debit Card,1254,0
TXN-02267,2024-01-03,CUST-1623,Pune,Maharashtra,Home & Living,UPI,791,0
TXN-02268,2024-05-20,CUST-1895,Chennai,Tamil Nadu,Apparel,UPI,1772,0
TXN-02269,2024-04-09,CUST-1456,Hyderabad,Telangana,Home & Living,Debit Card,2216,0
TXN-02270,2024-03-31,CUST-1895,Bengaluru,Karnataka,Home & Living,Debit Card,867,0
TXN-02271,2024-07-18,CUST-1433,Ahmedabad,Gujarat,Electronics,UPI,1068,0
TXN-02272,2023-08-25,CUST-2235,Mumbai,Maharashtra,Sports,Credit Card,3238,0
TXN-02273,2024-06-19,CUST-2017,Kolkata,West Bengal,Electronics,UPI,2775,0
TXN-02274,2023-09-02,CUST-1807,Kolkata,West Bengal,Home & Living,Net Banking,4245,0
TXN-02275,2024-04-12,CUST-2429,Hyderabad,Telangana,Personal Care,UPI,505,1
TXN-02276,2023-01-31,CUST-1470,Chennai,Tamil Nadu,Home & Living,Net Banking,3386,0
TXN-02277,2024-12-18,CUST-2480,Bengaluru,Karnataka,Books & Media,UPI,1687,0
TXN-02278,2023-11-24,CUST-1620,Pune,Maharashtra,Personal Care,UPI,1273,0
TXN-02279,2024-04-30,CUST-2176,Chennai,Tamil Nadu,Home & Living,Debit Card,1018,0
TXN-02280,2024-02-10,CUST-1356,Hyderabad,Telangana,Sports,Net Banking,3077,0
TXN-02281,2024-08-10,CUST-1985,Chennai,Tamil Nadu,Sports,Debit Card,2797,0
TXN-02282,2023-11-15,CUST-2326,Hyderabad,Telangana,Food & Grocery,UPI,4537,0
TXN-02283,2023-01-24,CUST-2238,Mumbai,Maharashtra,Books & Media,Debit Card,3122,0
TXN-02284,2023-10-03,CUST-2096,Bengaluru,Karnataka,Apparel,UPI,1566,1
TXN-02285,2024-05-29,CUST-2185,Hyderabad,Telangana,Electronics,Debit Card,2237,0
TXN-02286,2023-02-26,CUST-2401,Mumbai,Maharashtra,Electronics,Debit Card,2410,0
TXN-02287,2024-12-04,CUST-1201,Kolkata,West Bengal,Personal Care,Credit Card,1474,0
TXN-02288,2024-06-29,CUST-2249,Delhi,Delhi,Personal Care,Net Banking,6190,0
TXN-02289,2024-01-22,CUST-1660,Mumbai,Maharashtra,Personal Care,UPI,1229,0
TXN-02290,2023-09-09,CUST-1446,Bengaluru,Karnataka,Food & Grocery,UPI,20052,0
TXN-02291,2023-12-17,CUST-1204,Pune,Maharashtra,Sports,Net Banking,1951,0
TXN-02292,2023-02-22,CUST-1909,Bengaluru,Karnataka,Personal Care,Credit Card,923,0
TXN-02293,2023-12-18,CUST-1977,Bengaluru,Karnataka,Books & Media,UPI,3895,0
TXN-02294,2024-12-30,CUST-2372,Bengaluru,Karnataka,Electronics,Cash,1041,0
TXN-02295,2024-09-24,CUST-1556,Pune,Maharashtra,Home & Living,UPI,4352,0
TXN-02296,2024-06-24,CUST-1140,Bengaluru,Karnataka,Home & Living,UPI,1085,0
TXN-02297,2023-05-29,CUST-2292,Ahmedabad,Gujarat,Food & Grocery,UPI,295,0
TXN-02298,2024-06-09,CUST-1153,Kolkata,West Bengal,Apparel,UPI,3102,0
TXN-02299,2024-10-23,CUST-1491,Pune,Maharashtra,Books & Media,Cash,5193,0
TXN-02300,2024-10-09,CUST-2055,Hyderabad,Telangana,Books & Media,UPI,729,0
TXN-02301,2023-01-02,CUST-1483,Chennai,Tamil Nadu,Personal Care,UPI,4007,1
TXN-02302,2024-02-07,CUST-1873,Pune,Maharashtra,Electronics,Debit Card,1328,0
TXN-02303,2023-07-01,CUST-2085,Hyderabad,Telangana,Books & Media,Credit Card,1828,0
TXN-02304,2023-03-07,CUST-2416,Hyderabad,Telangana,Apparel,UPI,8129,0
TXN-02305,2023-11-12,CUST-1139,Mumbai,Maharashtra,Apparel,UPI,2211,0
TXN-02306,2023-07-06,CUST-2352,Pune,Maharashtra,Food & Grocery,UPI,70,0
TXN-02307,2024-02-18,CUST-1435,Chennai,Tamil Nadu,Personal Care,Credit Card,7320,0
TXN-02308,2023-12-27,CUST-1807,Delhi,Delhi,Electronics,UPI,6119,0
TXN-02309,2023-06-24,CUST-1144,Chennai,Tamil Nadu,Personal Care,Credit Card,2145,0
TXN-02310,2024-03-06,CUST-1695,Mumbai,Maharashtra,Home & Living,Credit Card,641,0
TXN-02311,2023-07-24,CUST-1778,Delhi,Delhi,Food & Grocery,UPI,957,0
TXN-02312,2023-05-26,CUST-1445,Kolkata,West Bengal,Apparel,Net Banking,2048,0
TXN-02313,2023-10-21,CUST-1501,Ahmedabad,Gujarat,Food & Grocery,Net Banking,1929,0
TXN-02314,2024-12-21,CUST-1629,Hyderabad,Telangana,Home & Living,UPI,2448,0
TXN-02315,2023-12-12,CUST-1609,Delhi,Delhi,Sports,UPI,3125,0
TXN-02316,2023-04-11,CUST-1426,Pune,Maharashtra,Apparel,UPI,1324,0
TXN-02317,2023-08-22,CUST-1807,Kolkata,West Bengal,Food & Grocery,UPI,3172,0
TXN-02318,2023-01-30,CUST-1637,Kolkata,West Bengal,Sports,Credit Card,10851,0
TXN-02319,2024-01-10,CUST-1195,Pune,Maharashtra,Sports,Debit Card,2437,0
TXN-02320,2023-09-30,CUST-1319,Kolkata,West Bengal,Home & Living,Cash,1691,0
TXN-02321,2023-04-16,CUST-2375,Ahmedabad,Gujarat,Personal Care,UPI,2652,0
TXN-02322,2024-07-25,CUST-1818,Kolkata,West Bengal,Sports,Net Banking,701,0
TXN-02323,2024-10-29,CUST-2220,Hyderabad,Telangana,Sports,UPI,2444,0
TXN-02324,2024-09-05,CUST-1448,Mumbai,Maharashtra,Books & Media,UPI,3266,0
TXN-02325,2024-04-15,CUST-1449,Ahmedabad,Gujarat,Apparel,Net Banking,3411,0
TXN-02326,2024-01-14,CUST-1588,Hyderabad,Telangana,Sports,Cash,9131,0
TXN-02327,2023-09-04,CUST-1688,Mumbai,Maharashtra,Books & Media,UPI,3835,0
TXN-02328,2024-02-19,CUST-1164,Chennai,Tamil Nadu,Sports,Credit Card,1027,0
TXN-02329,2024-02-20,CUST-2380,Bengaluru,Karnataka,Books & Media,UPI,3107,0
TXN-02330,2024-07-18,CUST-1847,Chennai,Tamil Nadu,Electronics,Net Banking,733,0
TXN-02331,2024-05-01,CUST-1848,Mumbai,Maharashtra,Sports,UPI,2841,0
TXN-02332,2023-10-27,CUST-1183,Pune,Maharashtra,Personal Care,UPI,3058,0
TXN-02333,2023-01-30,CUST-1297,Ahmedabad,Gujarat,Apparel,UPI,357,0
TXN-02334,2023-11-09,CUST-2177,Pune,Maharashtra,Electronics,Credit Card,4419,0
TXN-02335,2023-01-17,CUST-1757,Hyderabad,Telangana,Food & Grocery,Debit Card,2089,0
TXN-02336,2023-07-17,CUST-2102,Bengaluru,Karnataka,Food & Grocery,UPI,496,0
TXN-02337,2023-07-21,CUST-1518,Hyderabad,Telangana,Food & Grocery,UPI,735,0
TXN-02338,2023-05-03,CUST-2153,Bengaluru,Karnataka,Home & Living,UPI,480,1
TXN-02339,2024-08-15,CUST-1517,Ahmedabad,Gujarat,Sports,Credit Card,766,0
TXN-02340,2023-12-23,CUST-1624,Ahmedabad,Gujarat,Food & Grocery,UPI,1199,0
TXN-02341,2023-05-22,CUST-1141,Kolkata,West Bengal,Books & Media,UPI,8985,0
TXN-02342,2023-06-01,CUST-1696,Delhi,Delhi,Electronics,Debit Card,683,0
TXN-02343,2024-09-12,CUST-2077,Bengaluru,Karnataka,Personal Care,Cash,1476,0
TXN-02344,2024-09-02,CUST-1103,Ahmedabad,Gujarat,Food & Grocery,Credit Card,1117,0
TXN-02345,2024-10-21,CUST-2098,Hyderabad,Telangana,Apparel,Net Banking,2091,0
TXN-02346,2024-01-09,CUST-1513,Bengaluru,Karnataka,Apparel,Debit Card,2947,0
TXN-02347,2024-06-28,CUST-2004,Hyderabad,Telangana,Books & Media,UPI,4629,1
TXN-02348,2023-10-08,CUST-1242,Pune,Maharashtra,Electronics,Credit Card,588,0
TXN-02349,2024-10-22,CUST-1865,Kolkata,West Bengal,Books & Media,UPI,686,0
TXN-02350,2023-09-23,CUST-2255,Delhi,Delhi,Electronics,Cash,1857,0
TXN-02351,2023-04-29,CUST-1573,Chennai,Tamil Nadu,Apparel,UPI,3899,0
TXN-02352,2023-07-12,CUST-2086,Delhi,Delhi,Home & Living,UPI,905,0
TXN-02353,2024-10-25,CUST-1024,Pune,Maharashtra,Apparel,UPI,1801,0
TXN-02354,2023-04-04,CUST-2423,Bengaluru,Karnataka,Electronics,UPI,1533,0
TXN-02355,2023-01-24,CUST-2105,Bengaluru,Karnataka,Apparel,UPI,313,0
TXN-02356,2023-02-18,CUST-1875,Bengaluru,Karnataka,Electronics,UPI,1384,0
TXN-02357,2024-11-24,CUST-2477,Kolkata,West Bengal,Home & Living,UPI,1681,1
TXN-02358,2024-12-07,CUST-2035,Chennai,Tamil Nadu,Home & Living,UPI,1407,0
TXN-02359,2024-04-06,CUST-1925,Pune,Maharashtra,Personal Care,UPI,2333,0
TXN-02360,2024-12-27,CUST-2105,Mumbai,Maharashtra,Food & Grocery,Credit Card,8287,0
TXN-02361,2023-07-05,CUST-2234,Pune,Maharashtra,Books & Media,Net Banking,2737,0
TXN-02362,2024-01-22,CUST-1323,Kolkata,West Bengal,Electronics,UPI,1323,0
TXN-02363,2024-01-31,CUST-1506,Chennai,Tamil Nadu,Electronics,Cash,1509,0
TXN-02364,2023-03-30,CUST-2385,Pune,Maharashtra,Sports,UPI,3737,0
TXN-02365,2024-01-27,CUST-1097,Delhi,Delhi,Personal Care,Cash,7222,0
TXN-02366,2024-07-19,CUST-1947,Pune,Maharashtra,Apparel,Debit Card,610,0
TXN-02367,2023-09-16,CUST-2045,Delhi,Delhi,Books & Media,Cash,1846,0
TXN-02368,2023-05-30,CUST-2238,Ahmedabad,Gujarat,Books & Media,Debit Card,6127,1
TXN-02369,2023-10-11,CUST-1405,Ahmedabad,Gujarat,Food & Grocery,Debit Card,3405,0
TXN-02370,2024-04-19,CUST-1453,Mumbai,Maharashtra,Books & Media,Cash,7398,0
TXN-02371,2024-10-29,CUST-2419,Kolkata,West Bengal,Home & Living,Debit Card,4357,0
TXN-02372,2024-01-29,CUST-1862,Ahmedabad,Gujarat,Food & Grocery,Cash,6473,0
TXN-02373,2023-04-20,CUST-1496,Delhi,Delhi,Electronics,Credit Card,2912,0
TXN-02374,2024-12-05,CUST-1395,Bengaluru,Karnataka,Apparel,UPI,1496,0
TXN-02375,2024-08-11,CUST-2291,Hyderabad,Telangana,Books & Media,Debit Card,483,0
TXN-02376,2024-02-09,CUST-2264,Pune,Maharashtra,Home & Living,Debit Card,2949,0
TXN-02377,2024-11-27,CUST-2105,Hyderabad,Telangana,Food & Grocery,UPI,627,0
TXN-02378,2024-05-03,CUST-2470,Mumbai,Maharashtra,Personal Care,UPI,2117,0
TXN-02379,2024-12-25,CUST-1481,Mumbai,Maharashtra,Books & Media,UPI,2378,0
TXN-02380,2024-08-08,CUST-1908,Kolkata,West Bengal,Apparel,UPI,662,0
TXN-02381,2024-05-22,CUST-1956,Ahmedabad,Gujarat,Food & Grocery,UPI,6374,0
TXN-02382,2023-07-03,CUST-1287,Mumbai,Maharashtra,Food & Grocery,Credit Card,2470,0
TXN-02383,2023-11-09,CUST-1880,Ahmedabad,Gujarat,Food & Grocery,Credit Card,7148,0
TXN-02384,2024-01-09,CUST-1757,Mumbai,Maharashtra,Apparel,Debit Card,2394,0
TXN-02385,2023-05-31,CUST-1695,Kolkata,West Bengal,Personal Care,Net Banking,2417,0
TXN-02386,2023-02-14,CUST-1469,Bengaluru,Karnataka,Personal Care,UPI,1691,0
TXN-02387,2023-09-06,CUST-2016,Ahmedabad,Gujarat,Electronics,UPI,2263,1
TXN-02388,2024-07-24,CUST-1652,Bengaluru,Karnataka,Personal Care,UPI,2561,0
TXN-02389,2024-01-01,CUST-1917,Mumbai,Maharashtra,Home & Living,Cash,533,0
TXN-02390,2024-02-07,CUST-1863,Pune,Maharashtra,Books & Media,Credit Card,586,0
TXN-02391,2023-10-07,CUST-1924,Mumbai,Maharashtra,Personal Care,Credit Card,4072,0
TXN-02392,2023-01-21,CUST-1989,Pune,Maharashtra,Home & Living,UPI,3046,1
TXN-02393,2024-12-04,CUST-2081,Hyderabad,Telangana,Personal Care,Credit Card,1312,0
TXN-02394,2024-06-30,CUST-1351,Pune,Maharashtra,Apparel,UPI,1051,0
TXN-02395,2024-04-23,CUST-2496,Bengaluru,Karnataka,Sports,UPI,1288,0
TXN-02396,2023-10-23,CUST-1023,Ahmedabad,Gujarat,Home & Living,Debit Card,378,0
TXN-02397,2024-02-06,CUST-2277,Ahmedabad,Gujarat,Electronics,Credit Card,579,0
TXN-02398,2024-07-16,CUST-1051,Bengaluru,Karnataka,Electronics,Net Banking,1608,0
TXN-02399,2024-05-09,CUST-2143,Mumbai,Maharashtra,Books & Media,UPI,4783,0
TXN-02400,2024-03-27,CUST-1199,Kolkata,West Bengal,Personal Care,UPI,2739,0
TXN-02401,2024-12-07,CUST-2034,Mumbai,Maharashtra,Sports,Net Banking,465,0
TXN-02402,2023-12-18,CUST-1264,Kolkata,West Bengal,Sports,UPI,1513,1
TXN-02403,2024-09-22,CUST-1812,Kolkata,West Bengal,Books & Media,Credit Card,8939,0
TXN-02404,2023-10-12,CUST-1972,Bengaluru,Karnataka,Apparel,Credit Card,2676,0
TXN-02405,2023-03-15,CUST-2023,Bengaluru,Karnataka,Sports,Credit Card,1179,0
TXN-02406,2023-05-07,CUST-2260,Ahmedabad,Gujarat,Food & Grocery,Net Banking,1229,0
TXN-02407,2024-01-04,CUST-2405,Kolkata,West Bengal,Home & Living,UPI,1933,0
TXN-02408,2023-11-18,CUST-1907,Hyderabad,Telangana,Sports,Debit Card,1385,0
TXN-02409,2024-05-09,CUST-1822,Kolkata,West Bengal,Sports,UPI,1177,0
TXN-02410,2024-07-23,CUST-1115,Mumbai,Maharashtra,Books & Media,UPI,3032,0
TXN-02411,2023-08-10,CUST-2203,Mumbai,Maharashtra,Home & Living,Debit Card,2850,0
TXN-02412,2024-01-26,CUST-1398,Delhi,Delhi,Sports,UPI,329,0
TXN-02413,2024-01-08,CUST-1363,Chennai,Tamil Nadu,Food & Grocery,UPI,6014,0
TXN-02414,2024-06-01,CUST-1432,Ahmedabad,Gujarat,Apparel,Debit Card,3056,0
TXN-02415,2024-02-13,CUST-1949,Hyderabad,Telangana,Sports,Credit Card,1097,0
TXN-02416,2023-02-14,CUST-2412,Hyderabad,Telangana,Electronics,Debit Card,2282,1
TXN-02417,2024-04-25,CUST-1795,Mumbai,Maharashtra,Sports,Credit Card,1420,0
TXN-02418,2024-10-20,CUST-1759,Bengaluru,Karnataka,Food & Grocery,Net Banking,3399,0
TXN-02419,2024-01-31,CUST-1549,Chennai,Tamil Nadu,Apparel,UPI,3595,0
TXN-02420,2024-02-17,CUST-1406,Bengaluru,Karnataka,Apparel,UPI,1480,0
TXN-02421,2024-05-25,CUST-1310,Chennai,Tamil Nadu,Home & Living,Credit Card,684,0
TXN-02422,2023-06-09,CUST-1482,Ahmedabad,Gujarat,Personal Care,Credit Card,282,0
TXN-02423,2023-03-13,CUST-1077,Hyderabad,Telangana,Food & Grocery,Credit Card,5446,0
TXN-02424,2023-03-14,CUST-1777,Bengaluru,Karnataka,Home & Living,Cash,2494,0
TXN-02425,2023-04-23,CUST-1403,Delhi,Delhi,Food & Grocery,Debit Card,6920,0
TXN-02426,2023-04-23,CUST-1551,Mumbai,Maharashtra,Sports,UPI,1086,0
TXN-02427,2024-08-18,CUST-1435,Kolkata,West Bengal,Books & Media,Net Banking,4356,0
TXN-02428,2023-04-22,CUST-1789,Bengaluru,Karnataka,Books & Media,UPI,623,1
TXN-02429,2024-01-01,CUST-1271,Pune,Maharashtra,Apparel,UPI,473,0
TXN-02430,2023-02-14,CUST-2199,Hyderabad,Telangana,Personal Care,Debit Card,962,0
TXN-02431,2023-10-03,CUST-2237,Mumbai,Maharashtra,Personal Care,Cash,2164,0
TXN-02432,2023-08-13,CUST-1351,Kolkata,West Bengal,Food & Grocery,Credit Card,174,0
TXN-02433,2023-03-11,CUST-1639,Chennai,Tamil Nadu,Apparel,UPI,551,0
TXN-02434,2023-12-22,CUST-2113,Pune,Maharashtra,Books & Media,UPI,3249,0
TXN-02435,2024-12-11,CUST-1110,Bengaluru,Karnataka,Personal Care,UPI,3906,1
TXN-02436,2023-06-06,CUST-2250,Hyderabad,Telangana,Home & Living,Debit Card,1797,0
TXN-02437,2024-09-07,CUST-2434,Hyderabad,Telangana,Home & Living,Net Banking,825,0
TXN-02438,2023-10-08,CUST-1768,Chennai,Tamil Nadu,Sports,Debit Card,8525,0
TXN-02439,2023-09-14,CUST-2492,Kolkata,West Bengal,Personal Care,Debit Card,812,0
TXN-02440,2023-01-27,CUST-1405,Hyderabad,Telangana,Food & Grocery,Cash,939,0
TXN-02441,2024-10-26,CUST-2035,Delhi,Delhi,Food & Grocery,Debit Card,2688,0
TXN-02442,2023-03-11,CUST-2456,Pune,Maharashtra,Sports,Net Banking,1447,0
TXN-02443,2024-06-17,CUST-2015,Delhi,Delhi,Personal Care,UPI,622,0
TXN-02444,2024-05-24,CUST-2063,Mumbai,Maharashtra,Books & Media,UPI,1164,0
TXN-02445,2023-12-25,CUST-2159,Chennai,Tamil Nadu,Personal Care,Debit Card,845,0
TXN-02446,2023-07-11,CUST-2274,Pune,Maharashtra,Home & Living,Cash,1489,0
TXN-02447,2024-12-02,CUST-1866,Delhi,Delhi,Sports,Debit Card,3624,0
TXN-02448,2023-03-04,CUST-1780,Delhi,Delhi,Books & Media,Debit Card,1705,0
TXN-02449,2024-08-02,CUST-1946,Delhi,Delhi,Personal Care,UPI,835,0
TXN-02450,2024-11-10,CUST-1647,Delhi,Delhi,Sports,Debit Card,1125,0
TXN-02451,2023-03-14,CUST-1645,Hyderabad,Telangana,Food & Grocery,UPI,1270,0
TXN-02452,2023-06-01,CUST-2063,Mumbai,Maharashtra,Food & Grocery,Cash,1895,0
TXN-02453,2024-06-29,CUST-1046,Delhi,Delhi,Food & Grocery,Net Banking,852,0
TXN-02454,2023-11-12,CUST-1632,Chennai,Tamil Nadu,Food & Grocery,Credit Card,14338,0
TXN-02455,2023-01-28,CUST-2211,Kolkata,West Bengal,Electronics,UPI,2091,0
TXN-02456,2023-10-02,CUST-2390,Mumbai,Maharashtra,Personal Care,Net Banking,14057,0
TXN-02457,2024-12-12,CUST-2390,Kolkata,West Bengal,Home & Living,Cash,2797,0
TXN-02458,2023-08-11,CUST-1985,Ahmedabad,Gujarat,Sports,Debit Card,1883,0
TXN-02459,2023-09-27,CUST-2163,Delhi,Delhi,Food & Grocery,Cash,1618,0
TXN-02460,2023-09-14,CUST-2409,Hyderabad,Telangana,Home & Living,Debit Card,5605,0
TXN-02461,2023-09-30,CUST-1998,Mumbai,Maharashtra,Electronics,Credit Card,3349,0
TXN-02462,2023-06-08,CUST-1592,Chennai,Tamil Nadu,Food & Grocery,Credit Card,886,0
TXN-02463,2024-10-07,CUST-1077,Pune,Maharashtra,Electronics,UPI,6874,1
TXN-02464,2023-06-11,CUST-1420,Delhi,Delhi,Sports,Credit Card,1698,0
TXN-02465,2024-10-27,CUST-1893,Chennai,Tamil Nadu,Apparel,Net Banking,907,0
TXN-02466,2024-06-13,CUST-2341,Bengaluru,Karnataka,Home & Living,Debit Card,1947,0
TXN-02467,2023-10-01,CUST-2489,Mumbai,Maharashtra,Personal Care,UPI,5510,0
TXN-02468,2024-11-30,CUST-1293,Delhi,Delhi,Books & Media,Credit Card,2407,0
TXN-02469,2023-12-18,CUST-2044,Kolkata,West Bengal,Electronics,Credit Card,885,0
TXN-02470,2024-04-08,CUST-1753,Chennai,Tamil Nadu,Apparel,UPI,8989,0
TXN-02471,2024-07-09,CUST-1332,Ahmedabad,Gujarat,Sports,UPI,1047,0
TXN-02472,2024-06-07,CUST-2433,Bengaluru,Karnataka,Home & Living,UPI,1023,0
TXN-02473,2023-09-06,CUST-2035,Hyderabad,Telangana,Apparel,Credit Card,3183,0
TXN-02474,2023-12-20,CUST-1325,Pune,Maharashtra,Apparel,UPI,2598,0
TXN-02475,2024-04-17,CUST-1007,Ahmedabad,Gujarat,Sports,UPI,1583,0
TXN-02476,2023-04-07,CUST-1467,Mumbai,Maharashtra,Apparel,UPI,5177,0
TXN-02477,2024-03-05,CUST-1722,Mumbai,Maharashtra,Sports,UPI,768,0
TXN-02478,2024-09-21,CUST-1257,Pune,Maharashtra,Food & Grocery,Net Banking,2419,0
TXN-02479,2024-07-06,CUST-2245,Delhi,Delhi,Food & Grocery,UPI,1131,0
